exp,nu,noise_rel,tau,rmse_fwd,rmse_bwd,growth_ratio,skill,loss_rate,capacity,z_tau,verdict
exp1,0.001,0.05,2.3944861188175652,8.16988855134747e-14,inf,inf,0.0,1049.1257889534168,22700,0.11066595323975695,Inconclusive
exp1,0.001,0.05,2.6316269840244892,8.970096062396911e-14,inf,inf,0.0,1105.4365127720714,22700,0.12815403330999628,Inconclusive
exp1,0.001,0.05,2.8687678492314133,9.788511135132684e-14,inf,inf,0.0,1167.6535424130436,22700,0.1475650635028946,Inconclusive
exp1,0.001,0.05,3.105112939722878,1.0617965756711458e-13,inf,inf,0.0,1236.4090548309052,22700,0.16912730197999898,Inconclusive
exp1,0.001,0.05,3.342253804929802,1.141374406876503e-13,inf,inf,0.0,1313.755944591358,22700,0.1934319737691459,Inconclusive
exp1,0.001,0.05,3.578598895421266,1.2196545080266916e-13,,,0.0,1401.5238954702174,22700,0.22094677816018635,Inconclusive
exp1,0.001,0.05,3.8157397606281904,1.2992159702202997e-13,,,0.0,1502.5920067067802,22700,0.25257709533009526,Inconclusive
exp1,0.001,0.05,4.052880625835114,1.3800308372443712e-13,,,0.0,1619.3113700626707,22700,0.2891134660317847,Inconclusive
exp1,0.001,0.05,4.2892257163265795,1.4606280072030696e-13,,,0.0,1755.6552903371235,22700,0.33173576300963864,Inconclusive
exp1,0.001,0.05,4.5263665815335035,1.5425580585286225e-13,,,0.0,1918.9302502577384,22700,0.3826335575797511,Inconclusive
exp1,0.001,0.05,4.7635074467404275,1.6239983299652918e-13,,,0.0,2115.3790753470944,22700,0.4439041400041746,Inconclusive
exp1,0.001,0.05,4.999852537231892,1.704723579068046e-13,,,0.0,2352.814007085214,22700,0.5182256864739974,Inconclusive
