exp,nu,noise_rel,tau,rmse_fwd,rmse_bwd,growth_ratio,skill,loss_rate,capacity,z_tau,verdict
exp1,0.0002,0.05,1.9210001631191769,6.796094718935511e-14,399819.286355742,3.99819286355742e+17,0.049239681390296886,768.8253695953667,5524,0.2541982082410657,Inconclusive
exp1,0.0002,0.05,2.158141028326101,7.629625867934092e-14,3980973.144290674,3.980973144290674e+18,0.049239681390296886,784.4779274996891,5524,0.29139220332136256,Inconclusive
exp1,0.0002,0.05,2.3944861188175657,8.454686683609757e-14,39944995.002548896,3.9944995002548896e+19,0.049239681390296886,800.7728398882585,5524,0.33001906985210266,Inconclusive
exp1,0.0002,0.05,2.6316269840244897,9.27548075057514e-14,409017401.18099076,4.0901740118099073e+20,0.049239681390296886,817.8754942381629,5524,0.37044940727802916,Inconclusive
exp1,0.0002,0.05,2.8687678492314137,1.0107737715941042e-13,4231041595.017144,4.231041595017144e+21,0.049239681390296886,835.7935068040999,5524,0.4126784355414514,Inconclusive
exp1,0.0002,0.05,3.1051129397228783,1.0932532065168704e-13,43786265199.12862,4.378626519912862e+22,0.049239681390296886,854.5293566742376,5524,0.45669027729345923,Inconclusive
exp1,0.0002,0.05,3.3422538049298023,1.1763247926855937e-13,459818842434.05536,4.598188424340554e+23,0.049239681390296886,874.2814152794823,5524,0.5029305886950297,Inconclusive
exp1,0.0002,0.05,3.578598895421267,1.2601993869546697e-13,4817320021927.61,4.8173200219276104e+24,0.049058653149891385,894.992972950113,5524,0.5513567680160736,Inconclusive
exp1,0.0002,0.05,3.815739760628191,1.342516284278273e-13,51100883387775.63,5.110088338777563e+25,0.049058653149891385,916.8823536028442,5524,0.6022716530216973,Inconclusive
exp1,0.0002,0.05,4.052880625835115,1.427207648371339e-13,544088327741735.0,5.44088327741735e+26,0.048515568428674875,939.9629974698873,5524,0.656179391433413,Inconclusive
exp1,0.0002,0.05,4.28922571632658,1.5108943057196493e-13,5764837717563997.0,5.764837717563997e+27,0.0445329471397538,964.2361333816849,5524,0.7153595004661277,Inconclusive
exp1,0.0002,0.05,4.5263665815335035,1.5942506398757597e-13,6.172360895055272e+16,6.172360895055272e+28,0.007422157856625634,989.9567895615124,5524,0.8051501317692722,Inconclusive
exp1,0.0002,0.05,4.763507446740428,1.6775624046732812e-13,6.622501287146692e+17,6.622501287146692e+29,0.00018102824040550325,1017.1463901917418,5524,0.8769564244924679,Inconclusive
exp1,0.0002,0.05,4.9998525372318925,1.760088159203457e-13,7.061250908237195e+18,7.061250908237195e+30,0.0,1045.8161995037963,5524,0.9465834139332496,Inconclusive
exp1,0.0005,0.01,0.49974652130855146,1.8118667401404778e-14,149.7369012154486,149736901215448.6,0.04489500362056481,659.8968743047469,5524,0.05701948599814151,Supported
exp1,0.0005,0.01,0.7368873865154758,2.6745706903953796e-14,45996.17046564139,4.599617046564139e+16,0.04489500362056481,681.1083997290613,5524,0.08677903291550941,Supported
exp1,0.0005,0.01,0.9740282517223996,3.527674722906541e-14,16106483.648475401,1.6106483648475402e+19,0.04489500362056481,703.649305833658,5524,0.11850188656115547,Supported
exp1,0.0005,0.01,1.210373342213864,4.391679987401174e-14,5919113826.319894,5.919113826319894e+21,0.04489500362056481,727.4626623361967,5524,0.15223955463080474,Supported
exp1,0.0005,0.01,1.4475142074207885,5.2889106957458277e-14,2305965681091.175,2.305965681091175e+24,0.04525706010137581,752.7492470887267,5524,0.18832412162281387,Supported
